event_time,event_id,vehicle_id,occupant_id,seat_location_id,seat_position,occupant_role,seat_track_position,posture,seat_type,seat_performance,belt_availability,belt_use,belt_failure,belt_anchorage,seat_position_probability,occupant_role_probability,seat_track_position_probability,seat_type_probability,posture_probability,belt_use_probability,belt_anchorage_probability,belt_failure_probability,belt_availability_probability,seat_performance_probability,joint_probability,seat_position_surprisal_bits,occupant_role_surprisal_bits,seat_track_position_surprisal_bits,seat_type_surprisal_bits,posture_surprisal_bits,belt_use_surprisal_bits,belt_anchorage_surprisal_bits,belt_failure_surprisal_bits,belt_availability_surprisal_bits,seat_performance_surprisal_bits,total_surprisal_bits,vehicle_total_surprisal_bits,vehicle_mean_surprisal_bits,vehicle_median_surprisal_bits,vehicle_max_surprisal_bits,occupant_anomaly_score_bits,occupant_anomaly_percentile,anomaly_tier,anomaly_severity,dominant_contributor,dominant_contribution_percent,top_3_contributors,anomaly_signature,vehicle_anomaly_severity,critical_occupant_count,high_occupant_count,elevated_occupant_count,moderate_occupant_count,low_occupant_count,dominant_vehicle_contributor,dominant_vehicle_contributor_count,dominant_vehicle_contributor_percent,max_anomaly_event_id,max_anomaly_occupant_id,max_anomaly_tier,max_anomaly_signature,vehicle_anomaly_index,vehicle_anomaly_signature,source_type,source_reference,model_type,model_version,geometry_status,temporal_status,splunk_sourcetype,splunk_source,splunk_index,provenance,dominant_contributor_score_bits,occupant_anomaly_percentile_explain,anomaly_tier_explain,dominant_contributor_explain
2026-01-01T00:00:00,OCC-00000001,SIM-866665,OCC-26104133,SEAT-1237,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,NOT COLLECTED/UNKNOWN,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,FULL UP,0.6272905759162304,1.0,0.245696400625978,0.772823779193206,0.1483516483516483,0.760989010989011,0.3726328649969456,0.9883355764917005,1.0,0.6840659340659341,0.0033876797104406,0.672794206367598,-0.0,2.025051372055368,0.3717886094140868,2.752907138035228,0.394052474149508,1.424173174023905,0.0169271215588691,-0.0,0.5477927081306153,8.205486803735178,8.205486803735178,8.205486803735178,8.205486803735178,8.205486803735178,8.205486803735178,35.215,BASELINE,MODERATE,posture,33.54958948666021,posture:33.55% | seat_track_position:24.68% | belt_anchorage:17.36%,BASELINE: posture dominates anomaly (33.5% contribution),MODERATE,0,0,0,1,0,posture,1,100.0,OCC-00000001,OCC-26104133,BASELINE,BASELINE: posture dominates anomaly (33.5% contribution),13.05282328834855,"MODERATE: posture dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 8.21 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,2.752907138035228,35.215,BASELINE,posture
2026-01-01T00:00:01,OCC-00000002,SIM-675921,OCC-35424922,SEAT-6722,FRONT RIGHT SIDE,PASSENGER,SEAT BETWEEN MIDDLE AND REAR,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,0.2100785340314136,1.0,0.3302180685358255,0.8254716981132075,0.8228571428571428,0.84,0.3457544288332315,0.9883355764917005,1.0,0.6285714285714286,0.0085018853709234,2.2509993409134457,-0.0,1.598509032559104,0.2767093427308704,0.2812861103900164,0.2515387669959644,1.5321803636422713,0.0169271215588691,-0.0,0.6698513983076693,6.878001477098211,6.878001477098211,6.878001477098211,6.878001477098211,6.878001477098211,6.878001477098212,15.435,BASELINE,LOW,seat_position,32.72752046373694,seat_position:32.73% | seat_track_position:23.24% | belt_anchorage:22.28%,BASELINE: seat position dominates anomaly (32.7% contribution),LOW,0,0,0,0,1,seat_position,1,100.0,OCC-00000002,OCC-35424922,BASELINE,BASELINE: seat position dominates anomaly (32.7% contribution),6.828804794637108,"LOW: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 6.88 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,2.2509993409134457,15.435,BASELINE,seat_position
2026-01-01T00:00:02,OCC-00000003,SIM-847268,OCC-11155643,SEAT-5191,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,0.6272905759162304,1.0,0.1601460615545122,0.8436482084690554,0.8764478764478765,0.8455598455598455,0.1081246182040317,0.9883355764917005,1.0,0.637065637065637,0.0042759247514067,0.672794206367598,-0.0,2.642539776297972,0.2452865576836254,0.1902598003956388,0.2420212280853805,3.209233056391157,0.0169271215588691,-0.0,0.6504860734407383,7.86954782022098,7.86954782022098,7.86954782022098,7.86954782022098,7.86954782022098,7.86954782022098,31.455,BASELINE,LOW,belt_anchorage,40.78039970917974,belt_anchorage:40.78% | seat_track_position:33.58% | seat_position:8.55%,BASELINE: belt anchorage dominates anomaly (40.8% contribution),LOW,0,0,0,0,1,belt_anchorage,1,100.0,OCC-00000003,OCC-11155643,BASELINE,BASELINE: belt anchorage dominates anomaly (40.8% contribution),11.477747161934388,"LOW: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.87 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,3.209233056391157,31.455,BASELINE,belt_anchorage
2026-01-01T00:00:03,OCC-00000004,SIM-502931,OCC-51683140,SEAT-9520,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,0.6272905759162304,1.0,0.2837767344809598,0.8143382352941176,0.8623024830699775,0.7878103837471784,0.3457544288332315,0.9883355764917005,1.0,0.6433408577878104,0.0216493582923201,0.672794206367598,-0.0,1.8171717804178116,0.2962999526953211,0.2137340605192695,0.3440796623453659,1.5321803636422713,0.0169271215588691,-0.0,0.6363447795029143,5.52953192704942,5.52953192704942,5.52953192704942,5.52953192704942,5.52953192704942,5.529531927049421,3.325,BASELINE,LOW,seat_track_position,32.86303080245459,seat_track_position:32.86% | belt_anchorage:27.71% | seat_position:12.17%,BASELINE: seat track position dominates anomaly (32.9% contribution),LOW,0,0,0,0,1,seat_track_position,1,100.0,OCC-00000004,OCC-51683140,BASELINE,BASELINE: seat track position dominates anomaly (32.9% contribution),0.506400132754423,"LOW: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 5.53 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,1.8171717804178116,3.325,BASELINE,seat_track_position
2026-01-01T00:00:04,OCC-00000005,SIM-525484,OCC-62202560,SEAT-6639,FRONT RIGHT SIDE,PASSENGER,SEAT BETWEEN FORWARD AND MIDDLE,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,FULL UP,0.2100785340314136,1.0,0.0716510903426791,0.8260869565217391,0.868421052631579,0.868421052631579,0.3726328649969456,0.9883355764917005,1.0,0.5789473684210527,0.0019994732657483,2.2509993409134457,-0.0,3.802867531065291,0.2756344426134273,0.203533394085132,0.203533394085132,1.424173174023905,0.0169271215588691,-0.0,0.7884958948062882,8.96616429315149,8.96616429315149,8.96616429315149,8.96616429315149,8.96616429315149,8.96616429315149,42.39,BASELINE,MODERATE,seat_track_position,42.41353835073027,seat_track_position:42.41% | seat_position:25.11% | belt_anchorage:15.88%,BASELINE: seat track position dominates anomaly (42.4% contribution),MODERATE,0,0,0,1,0,seat_track_position,1,100.0,OCC-00000005,OCC-62202560,BASELINE,BASELINE: seat track position dominates anomaly (42.4% contribution),16.61931902798234,"MODERATE: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 8.97 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,3.802867531065291,42.39,BASELINE,seat_track_position
2026-01-01T00:00:05,OCC-00000006,SIM-270015,OCC-81740407,SEAT-1016,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,POSITION UNKNOWN,0.2100785340314136,1.0,0.322429906542056,0.7729468599033816,0.8,0.18125,0.0278481012658227,1.0,1.0,0.61875,0.0001308113526409,2.2509993409134457,-0.0,1.6329425296229785,0.3715588626119629,0.3219280948873623,2.4639470997597903,5.166277224427172,-0.0,-0.0,0.6925714748077527,12.900224627030465,12.900224627030465,12.900224627030465,12.900224627030465,12.900224627030465,12.900224627030465,83.56,ELEVATED,ELEVATED,belt_anchorage,40.0479633013678,belt_anchorage:40.05% | belt_use:19.10% | seat_position:17.45%,ELEVATED: belt anchorage dominates anomaly (40.0% contribution),ELEVATED,0,0,1,0,0,belt_anchorage,1,100.0,OCC-00000006,OCC-81740407,ELEVATED,ELEVATED: belt anchorage dominates anomaly (40.0% contribution),35.064467747984374,"ELEVATED: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.90 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,5.166277224427172,83.56,ELEVATED,belt_anchorage
2026-01-01T00:00:06,OCC-00000007,SIM-763266,OCC-38281431,SEAT-4419,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,NORMAL POSTURE,BUCKET WITH FOLD BACK,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,0.6272905759162304,1.0,0.2837767344809598,0.09375,0.8627450980392157,0.7450980392156863,0.6301369863013698,0.9883355764917005,1.0,0.7058823529411765,0.0047161159274481,0.672794206367598,-0.0,1.8171717804178116,3.415037499278844,0.2129937233341982,0.42449782852791,0.6662626028230044,0.0169271215588691,-0.0,0.5025003405291831,7.7281851028374176,7.7281851028374176,7.7281851028374176,7.7281851028374176,7.7281851028374176,7.728185102837418,29.185,BASELINE,LOW,seat_type,44.18938539690265,seat_type:44.19% | seat_track_position:23.51% | seat_position:8.71%,BASELINE: seat type dominates anomaly (44.2% contribution),LOW,0,0,0,0,1,seat_type,1,100.0,OCC-00000007,OCC-38281431,BASELINE,BASELINE: seat type dominates anomaly (44.2% contribution),10.814957035624229,"LOW: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.73 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,3.415037499278844,29.185,BASELINE,seat_type
2026-01-01T00:00:07,OCC-00000008,SIM-610344,OCC-19189940,SEAT-7045,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,UNKNOWN/UNMAPPED,UNKNOWN/UNMAPPED,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,0.6272905759162304,1.0,0.0276473656755346,0.3962264150943396,1.0,0.8571428571428571,1.0,0.9761904761904762,0.24,1.0,0.0013799551234106,0.672794206367598,-0.0,5.176714167104956,1.335603031784439,-0.0,0.222392421336448,-0.0,0.0347654181606766,2.0588936890535687,-0.0,9.501162933807686,9.501162933807686,9.501162933807686,9.501162933807686,9.501162933807686,9.501162933807686,51.635,MODERATE,MODERATE,seat_track_position,54.48505833622554,seat_track_position:54.49% | belt_availability:21.67% | seat_type:14.06%,MODERATE: seat track position dominates anomaly (54.5% contribution),MODERATE,0,0,0,1,0,seat_track_position,1,100.0,OCC-00000008,OCC-19189940,MODERATE,MODERATE: seat track position dominates anomaly (54.5% contribution),19.12770188294799,"MODERATE: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.50 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,5.176714167104956,51.635,MODERATE,seat_track_position
2026-01-01T00:00:08,OCC-00000009,SIM-329526,OCC-94790877,SEAT-3202,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,NORMAL POSTURE,BUCKET WITH FOLD BACK,DEFORMED BY OTHER OCCUPANT,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,0.2100785340314136,1.0,0.322429906542056,0.1159420289855072,0.9166666666666666,0.7083333333333334,0.6301369863013698,0.9883355764917005,1.0,0.0416666666666666,0.0001323229483709,2.2509993409134457,-0.0,1.6329425296229785,3.1085244567781696,0.1255308820838589,0.4974996594708167,0.6662626028230044,0.0169271215588691,-0.0,4.584962500721159,12.883649093972302,12.883649093972302,12.883649093972302,12.883649093972302,12.883649093972302,12.883649093972302,83.42,ELEVATED,ELEVATED,seat_performance,35.58745249330225,seat_performance:35.59% | seat_type:24.13% | seat_position:17.47%,ELEVATED: seat performance dominates anomaly (35.6% contribution),ELEVATED,0,0,1,0,0,seat_performance,1,100.0,OCC-00000009,OCC-94790877,ELEVATED,ELEVATED: seat performance dominates anomaly (35.6% contribution),34.98675206840056,"ELEVATED: seat performance dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.88 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,4.584962500721159,83.42,ELEVATED,seat_performance
2026-01-01T00:00:09,OCC-00000010,SIM-808953,OCC-23065633,SEAT-7893,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,NORMAL POSTURE,BUCKET,DEFORMED BY OCCUPANT,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,0.6272905759162304,1.0,0.2837767344809598,0.8143382352941176,0.8623024830699775,0.7878103837471784,0.3457544288332315,0.9883355764917005,1.0,0.1128668171557562,0.0037981330337403,0.672794206367598,-0.0,1.8171717804178116,0.2962999526953211,0.2137340605192695,0.3440796623453659,1.5321803636422713,0.0169271215588691,-0.0,3.1473066987802936,8.0404938463268,8.0404938463268,8.0404938463268,8.0404938463268,8.0404938463268,8.0404938463268,34.12,BASELINE,MODERATE,seat_performance,39.14320138704044,seat_performance:39.14% | seat_track_position:22.60% | belt_anchorage:19.06%,BASELINE: seat performance dominates anomaly (39.1% contribution),MODERATE,0,0,0,1,0,seat_performance,1,100.0,OCC-00000010,OCC-23065633,BASELINE,BASELINE: seat performance dominates anomaly (39.1% contribution),12.279240938595974,"MODERATE: seat performance dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 8.04 bits",SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,occupant_state,ciren_occupant_model,occupant_analytics,CIREN_EMPIRICAL_MODEL_SYNTHETIC_RUNTIME_EVENT,3.1473066987802936,34.12,BASELINE,seat_performance
